ID,Comune,Provincia,Tipologia,Nome,Via,Citta,CAP,mail,Telefono
789,53011,53,Bottega,Gustangolo,"Via San Martino, 13",Grosseto,58100,gustagnolo@hotmail.com,0056  4/28105
790,53011,53,Ristorante,Il Grantosco,"Via Solferino, 4",Grosseto,58100,grantosco@gmail.com,0564  26027
791,53011,53,Bottega,Bottega Maremmana,Via Dell'unione 11,Grosseto,58100,info@bottegamaremmana.com,0564  070758
792,53011,53,Ristorante,Ristorante Pantagruel,Via Bellini 5/a,"Marina Di Grosseto, Grosseto",58100,Alessiopaganucci@lapozzola.com,0340  0781754
793,53011,53,Ristorante,Chalet - Fatto In Maremma,Piazza Del Popolo 7,Grosseto,58100,caragres@gmail.com,0328  1091418
794,53011,53,Ristorante,Locanda De' Medici,"Piazza Del Popolo, 5",Grosseto,58100,info@locandademedici.it,0056  4410744-3474046308
795,53011,53,Ristorante,Il Melograno,Strada Cons.banditella 1 26,"Alberese, Grosseto",58100,info@agriturismoilmelograno.eu,0339  8756919
796,53011,53,Ristorante,L'oste Mbriaco,Strada Delle Squadre Basse Pod 761,"Marina Di Grosseto Loc. Casotto Dei Pescatori, Grosseto",58100,info.ostembriaco@gmail.com,0389  5510907
797,53011,53,Ristorante,La Stalla Di Eliseo,Podere Montarone,"Braccagni, Grosseto",58100,elipolve@alice.it,0347  3595518/0564324010
798,53011,53,Ristorante,Re Sugo,Località Veresegge,"Braccagni, Grosseto",58100,info@leversegge.it,0334  7759095
799,53011,53,Ristorante,Ristoro La Viola,Marina Di Alberese Snc,"Marina Di Alberese, Grosseto",58100,antoniolomartire@alice.it,0335  7066047-3311619168
800,53011,53,Bottega,L'angolo Della Frutta Di Scolesi Isabella & C. Snc,Via Calabria 21,Grosseto,58100,nald.di@libero.it,0564  417180
801,53011,53,Ristorante,Il Chicco Magico,Strada Dello Sbirro 90(roselle),"Roselle, Grosseto",58100,chiccomag@libero.it,0056  4/402542
802,53011,53,Ristorante,"""oste Scuro Vinosteria""","Via Malenchini, 38","Braccagni, Grosseto",58100,ostescuro@vinosteria.com,0056  4324068-3398781794
803,53026,53,Bottega,Bottega Golosofia,Piazza Pretorio 4,Sorano,58010,clalla78@live.it,0335  1290121
804,53026,53,Ristorante,La Tavernetta,"Via Del Pretorio,3","Sovana, Sorano",58010,latavernettasovana@gmail.com,0564  616227
805,53026,53,Ristorante,Il Talismano,Via San Marco 29,Sorano,58010,davideemidi@libero.it,0564  633281
806,53026,53,Ristorante,Agriturismo Biologico Sant'egle,"C.s. Sant'egle, 18",Sorano,58010,erika@agriturismobiologicotoscana.it,0329  4250285
807,53026,53,Bottega,Bioshop Agriturismo Biologico Sant'egle,"C.s. Sant'egle, 18",Sorano,58010,alessandro@agriturismobiologicotoscana.it,0393  294250285
808,53026,53,Ristorante,Enoteca Ottava Rima,Via Del Borgo 25,Sorano,58010,info@cantinaottavarima.com,0564  633584
809,53018,53,Ristorante,La Posta Di Torrenova,Strada Pr. 128 Della Parrina N°56,Orbetello,58015,massimo@torrenova.eu,0564  862479
810,53018,53,Ristorante,Ristorante Gastronomia Buratta Di Livaldi Adriana,Via Delle Casacce - Località Dicioccatone,"Talamone, Orbetello",58010,gastronomia@buratta.com,0056  4/885614
811,53018,53,Ristorante,Ristorante Vecchia Maremma,"Va Aurelia Nord, Km 146",Orbetello,58015,info@vecchiamaremma.it,0564  863005
812,53018,53,Bottega,Turbanti Massimo,S.s. Aurelia Km 153,"Albinia, Orbetello",58015,Indirizzo posta elettronica non fornito,0339  5421114
813,53018,53,Ristorante,Ristorante L'oste Dispensa,"Strada Provinciale Di Giannella, 135",Orbetello,58015,info@ostedispensa.it,0564  820085
814,53018,53,Bottega,Alimentaria Marbicos,Strada Provinciale Giannella 162,"Giannella, Orbetello",58015,marbicosmarket@gmail.com,0564  821046
815,53018,53,Ristorante,Osteria La Rosa Dei Venti,"Via Aurelia Sud, 108/109","Albinia, Orbetello",58010,info@la-rosa-dei-venti.it,0056  4/870143-870191
816,50006,50,Ristorante,Enoteca Vecchio Frantoio,Via Marconi 28,Casale Marittimo,56040,vecchiofrantoio@tiscali.it,0058  6-652147
817,50010,50,Ristorante,Hotel Ristorante Enoteca Hosteria Il Malandrone,Via Emilia  115,"Malandrone, Castellina Marittima",56040,hosteriailmalandrone@yahoo.it,0506  99723
818,50010,50,Ristorante,Osteria Del Cavaiolo,"Piazza Garibaldi, 4",Castellina Marittima,56040,elenabimbi85@gmail.com,0506  94108
819,53028,53,Ristorante,Il Mulino Di Moreno,"Via Roma, 112",Semproniano,58055,Indirizzo posta elettronica non fornito,0564  987075
820,53019,53,Ristorante,Hostaria Del Ceccottino,"Piazza San Gregorio Vii, 64",Pitigliano,58017,info@ceccottino.com,0564  614069
821,53019,53,Ristorante,"Ristorante ""il Tufo Allegro""","Vicolo Della Costituzione, 5",Pitigliano,58017,iltufoallegro@libero.it,0+39  0564616192-+393351028814GRATIS
822,50015,50,Ristorante,Osteria Del Pinzagrilli,"Via Palestro, 37",Guardistallo,56040,pinzagrilli@libero.it,0586  655350
823,53007,53,Ristorante,"Ristorante ""il Lucherino""",Camping Lucherino,"Lucherino - Monticello Amiata, Cinigiano",58044,meichini@tiscali.it,0564  992975
824,50020,50,Ristorante,Bibere,Via Della Libertà 59/a,Montescudaio,56040,ristorantebiberenoteca@gmail.com,0058  6.685888-327.0969096
825,50020,50,Ristorante,"Ristorante ""il Frantoio""","Via Della Madonna, 9",Montescudaio,56040,info@ristoranteilfrantoio.com,0586  650381
826,53013,53,Ristorante,"Ristorante ""da Guido""","Via Roma, 18",Magliano In Toscana,58051,Indirizzo posta elettronica non fornito,0564  592447
827,53013,53,Ristorante,"Ristorante ""la Poventa""","Via Garibaldi, 35",Magliano In Toscana,58030,ghigone@tiscali.it,0564  593030
828,53013,53,Ristorante,Ristorante  Pizzeria  Il Rialto,Via Provinciale -  Via Madonnina Snc - Montiano,"Montiano, Magliano In Toscana",58051,alessiobutelli@virgilio.it,0564  599210
829,53023,53,Bottega,Nuceria Fruit Di Trotta Concetta,"Piazza Garibaldi, 10",Scansano,58054,magnanuceria@tiscali.it,0564  507453
830,53013,53,Ristorante,"Ristorante ""da Sandra""","Via Garibaldi, 20",Magliano In Toscana,58051,alessio.digiacomo5@gmail.com,0564  592196
831,53013,53,Ristorante,Da Ghigo,"Piazza Cappellini, 4","Montiano, Magliano In Toscana",58051,ristorantedaghigo@libero.it,0564  589643
832,53020,53,Ristorante,Antica Locanda La Pietra Di Paderno Giancarlo,Via Xxiv Maggio 69/b,Roccalbegna,58053,info@locandalapietra.it,0056  4989019/(+39)3497596210
833,53020,53,Ristorante,Trattoria La Grotta,"Via Amiata, 249",Roccalbegna,58053,lucialore66@gmail.com,0056  4989026-3472375609
834,50022,50,Ristorante,"Ristorante ""quattro Gigli""","Piazza Michele Da Montopoli, 2",Montopoli In Val D'arno,56020,info@quattrogigli.it,0057  1466878-0571466940
835,50028,50,Ristorante,Locanda Di Camugliano,Via Di Camugliano 17,"Camugliano, Ponsacco",56038,locanda@camugliano.com,0587  733293
836,50028,50,Ristorante,"Ristorante ""da Enrico""","Via Gramsci, 3",Ponsacco,56038,Indirizzo posta elettronica non fornito,0587  731305
837,50028,50,Ristorante,Osteria Ponte Di Sacco,"Piazza Valli, 15/a",Ponsacco,56038,Indirizzo posta elettronica non fornito,0587  736172
838,52001,52,Ristorante,"Ristorante ""k2""","Via Del Laghetto, 15","Monte Amiata, Abbadia San Salvatore",53021,hotelk2@hotelk2.net,0577  778609
839,52001,52,Ristorante,Casa Montecucco,Loc,Abbadia San Salvatore,53021,casamontecucco@libero.it,0333  /7977899329/5433990566/80135
840,52001,52,Bottega,Macelleria La Buona Carne Di Biribicchi Ivano,"Via Hamman, 19/21",Abbadia San Salvatore,53021,labuonacarne@hotmail.it,0577  776115
841,52001,52,Bottega,Pinzuti Marcella,"Via Cavour, 30",Abbadia San Salvatore,53021,info@pinzipinzuti.it,0577  779562
842,52008,52,Bottega,Macelleria Garofani Massimo,Via Dell'artigianato 12,"Piazze, Cetona",53040,garofanimassimo@gmail.com,0578  244024
843,52008,52,Bottega,Macelleria Garofani,Via Dell'artigianato 12,"Piazze, Cetona",53040,garofanimassimo@gmail.com,0578  244024
844,52008,52,Bottega,Sma,"Via Martiri Della Libertà, 7","0578 239027, Cetona",53040,lamerigge@etruria-sma.it,0578  239027
845,52008,52,Bottega,La Pizzicheria,Piazza Garibaldi,Cetona,53040,Indirizzo posta elettronica non fornito,0578  280042
846,53021,53,Bottega,Macelleria Alimentari Mori Di Mori S. E P. Snc,Via Xx Settembre 49,Roccastrada,58036,stefano.mori13@virgilio.it,0564  579169
847,53021,53,Bottega,Anselmi Anna Gloria Alimentari,"Via Garibaldi, 4","Sassofortino, Roccastrada",58036,dagfi@intrage.it,0564  569983
848,53021,53,Ristorante,Casa Del Chiodo,Via Oberdan 8 Piloni (gr),"Piloni, Roccastrada",58036,casadelchiodo@virgilio.it,0564  575487
849,53021,53,Bottega,Bottega Sma Di Baldanzi Mario,Via Di Mezzo 3,Roccastrada,58036,Indirizzo posta elettronica non fornito,0564  567344
850,52009,52,Ristorante,Ristorante Albergo Leonardo,"Via Alfieri, 36",Chianciano Terme,53042,info@albergoleonardo.it,0578  63861
851,52009,52,Ristorante,Tribeca Ristopizza,Viale Della Libertà,Chianciano Terme,53042,info@tribecaristopizza.com,0578  61183
852,52009,52,Bottega,Dispensa Per Tutti,Via Della Libertà 45,Chianciano Terme,53042,info@dispensapertutti.com,0578  31290
853,52009,52,Ristorante,Hostaria Il Buco,Via Della Pace 39,Chianciano Terme,53042,ristoranteilbuco@hotmail.it,0578  30230
854,52009,52,Bottega,Ritrovino,Via A. Casini N. 25,Chianciano Terme,53042,saporedivino.sas@gmail.com,0347  9285546
855,52020,52,Ristorante,Da Mario,"Piazza Della Chiesa, 43",Piancastagnaio,53025,damariopiancastagnaio@yahoo.it,0057  7787474-3397750915
856,53025,53,Ristorante,"Ristorante ""antica Tenuta Le Casacce""",Località Casacce In Val D'orcia,"Casacce 4, Seggiano",58038,info@lecasacce.net,0564  950895
857,53014,53,Ristorante,Ristorante La Terrazza,Località Banditella Marsiliana,"Marsiliana, Manciano",58014,lorenzoombroneschi@gmail.com,0564  606445
858,53014,53,Ristorante,La Filanda,"Via Marsala, 8",Manciano,58014,info@lafilanda.biz,0564  625156
859,53014,53,Ristorante,La Limonaia Di Villa Acquaviva,Località Acquaviva,"Montemerano, Manciano",58014,lalimonaia@relaisvillaacquaviva.com,0564  602890
860,53014,53,Bottega,Villa Acquaviva Winery,"Località Acquaviva, 10","Montemerano, Manciano",58014,fattoria@relaisvillaacquaviva.com,0564  602890
861,53014,53,Ristorante,"Ristorante ""da Mario""","Via Mazzini, 4","Saturnia, Manciano",58014,info@ristorantedamario.net,0564  601309
862,53014,53,Ristorante,Ristorante Bacco & Cerere,Via Mazzini N. 4,"Saturnia, Manciano",58014,massy.magrini@gmail.com,0388  4480500
863,52030,52,Ristorante,Osteria Del Leone,Via Dei Mulini 3,"Bagno Vignoni, San Quirico D'orcia",53027,osteria.delleone@gmail.com,0057  7-887300
864,52030,52,Ristorante,Ristorante Da Ciacco,Via Dante,San Quirico D'orcia,53027,daciacco@hotmail.it,0577  897312
865,52030,52,Bottega,Non Solo Latte E Vino,Piazza Della Libertà 1,"0577 898142, Siena",53027,info@nonsololatteevino.it,0577  898142
866,52030,52,Ristorante,Il Garibaldi,Via Cassia 17,San Quirico D'orcia,53027,l.vagnoli@libero.it,0577  898315
867,52035,52,Bottega,Delizie Italiane From Tuscany,Via Foenna 28 Torrita Di Siena,Torrita Di Siena,53049,info@delizieitalianeweb.it,0393  287052577
868,53008,53,Bottega,Sapori Di Monteantico,Podere Camporosso 34,"Monte Antico, Civitella Paganico",58045,info@begnardi.com,0056  4/991030
869,53008,53,Ristorante,Ristorante L'etrusca E Il Greco,Piazza Castelfidardo 1,"Pari, Civitella Paganico",58045,1at632gae@tiscali.it,0564  908672
870,53015,53,Ristorante,"Enosteria ""il Bacchino""","Via Ximenes, 5",Massa Marittima,58024,ilbacchino@yahoo.it,0056  6903546-3479206574
871,53015,53,Ristorante,I Tre Archi,"Piazza Garibaldi, 7",Massa Marittima,58024,Indirizzo posta elettronica non fornito,0566  902274
872,53015,53,Ristorante,Osteria Enoteca Grassini,Via Della Libertà 1,Massa Marittima,58024,osteriagrassini@libero.it,0056  6/940149
873,53015,53,Ristorante,Antica Osteria Parenti,Via Norma Parenti,"In Borgo, Massa Marittima",54028,anticaosteriapizzeria@virgilio.it,0566  901957
874,53015,53,Ristorante,Osteria San Cerbone,"Via Butigni, 6 Piazza Duomo",Massa Marittima,58024,osteriasancerbone@libero.it,0056  6902335-3391325254
875,53015,53,Ristorante,Villa La Boccia,"Località Imposto Pizzaione, 50",Massa Marittima,58100,bbvillalaboccia@massamarittima.info,0056  6/902118-3200574778
876,53023,53,Ristorante,"Ristorante ""il Grottone""","Vicolo Degli Addobbi, 2",Scansano,58054,ilgrottonediivano@hotmail.it,0564  507641
877,53023,53,Ristorante,"Ristorante ""il Rifrullo""","Via Marconi, 3",Scansano,58054,info@osteriailrifrullo.it,0564  507183
878,53024,53,Ristorante,Trattoria Giardino Di Vino,Via Costa Lenzerina 3/a,Scarlino,58020,lacolonnasoc.coopva@libero.it,0566  35416
879,53025,53,Ristorante,Il Silene,Località Pescina,Seggiano,58038,info@ilsilene.it,0564  950805
880,53025,53,Ristorante,Ristorante Il Cacciatore,Poggio Al Leccio 18,Seggiano,58038,info@terredorcia.it,0345  5950167/0564950913
881,53024,53,Ristorante,"Ristorante ""il Veliero""","Via Delle Collacchie, 20","Puntone Vecchio, Scarlino",58054,info@ristoranteilveliero.it,0566  866219
882,53009,53,Ristorante,"Ristorante ""piccolo Mondo""","Piazza Guerrazzi, 2",Follonica,58022,piccolomondo1@libero.it,0566  40361
883,53009,53,Ristorante,"Ristorante ""limonaia""","Via Roma, 15",Follonica,58022,info@ristorantelimonaia.it,0566  41660
884,53009,53,Ristorante,Il Gastronomo,Via Martiri Di Niccioleta 24,Follonica,58022,newbimas@gmail.com,0338  6040856
885,53009,53,Ristorante,Unico Ghiottonerie Toscane,Via Mariri Della Niccioleta 7/9,Follonica,58022,nicodito@hotmail.it,0338  6602015
886,53009,53,Ristorante,"Ristorante Enoteca ""lo Scarrozzo""","Via Petrini, 8",Follonica,58022,loscarrozzo@virgilio.it,0566  263620
887,53009,53,Ristorante,Oasi,Via 4 Novembre 6/8,Follonica,58022,info@oasiristorantebagno.it,0335  7027134
888,53009,53,Ristorante,Ristorante Pista Dei Pini,"Via Merloni, 2",Follonica,58022,info@pistadeipinifollonica.com,0335  5479198-3281109703
889,53009,53,Bottega,Bread & Breakfast,"Viaroma, 141",Follonica,58022,osteriasancerbone@libero.it,0339  1325254
890,53009,53,Ristorante,Ristorante Dal Paolino,Via Lamarmora 18,Follonica,58022,corsipaolino@gmail.com,0566  40149
891,53009,53,Ristorante,"Ristorante ""la Lanterna""","Via Matteotti, 10",Follonica,58022,r.ardiccioni@alice.it,0566  40578
892,53009,53,Ristorante,Il Beccofino,Via Litoranea 77,Follonica,58022,ilbeccofinosnc@libero.it,0566  43600
893,53009,53,Ristorante,"Osteria  ""tacca Tacca""","Via Amendola, 22",Follonica,58022,uga66@hotmail.it,0566  53007
894,53009,53,Ristorante,"Ristorante ""la Lanternina 2""","Lungomare Italia, 160","Pratoranieri, Follonica",58022,info@ristorantepalmieri.com,0566  42679
895,53009,53,Bottega,La Bottega Sma  Di Paolo Maestrini E C. Snc,Via Litoranea 137,Follonica,58022,paolomae@interfree.it,0566  41632
896,53009,53,Ristorante,Osteria Pacianca Presso Bagno Cerboli,Viale Italia 221,Follonica,58022,info@pacianca.it,0392  90999017
897,53010,53,Ristorante,Osteria Il Mugnaio,Via Grosseto 59/b Grilli,"Grilli, Gavorrano",58020,simspid@hotmail.com,0566  887201
898,53010,53,Ristorante,Osteria La Gricia,"Via Alessandrini, 41","Caldana, Gavorrano",58023,info@lagricia.it,0566  81391
899,53010,53,Ristorante,Enoristorante Boccaccio,Via Nuova N. 4,"Caldana, Gavorrano",58023,sandro.signori.boccaccio@gmail.com,0338  9125902
900,53010,53,Bottega,La Cantina Gavorranese Di Fedeli Leorinda,"Via Curiel, 1","Bagno Di Gavorrano, Gavorrano",58023,lacantinagavorranese@hotmail.it,0566  847081
901,53016,53,Ristorante,Ristorante La Fontanina,Località S.pietro,"Porto S. Stefano, Monte Argentario",58019,info@lafontanina.com,0564  825261
902,49019,49,Ristorante,"Ristorante ""la Selva""","Via Delle Fornaci, 32",Sassetta,57020,hotelselva@tiscali.it,0565  794239
903,52013,52,Ristorante,Enoteca Del Castello Di Meleto,Località Meleto,"Meleto, Gaiole In Chianti",53013,katia@castellomeleto.it,0577  749129
904,50025,50,Ristorante,Ristorante Di Campagna Podere Borgaruccio,"Via Del Molino, 122",Peccioli,56037,info@podereborgaruccio.it,0334  5272724
905,52031,52,Bottega,Il Granaio Di Gabriello,"Via Campo Dei Fiori, 1",Sarteano,53047,info@ilgranaiodigabriello.it,0057  8266149-3497891341
906,52031,52,Bottega,Alimentari Ciaccioni Michela,"Via Roma, 18",Sarteano,53047,alimentariciaccioni@gmail.com,0348  72471610578/266694
907,52031,52,Bottega,Lo Zio,"Via Severini, 2",Sarteano,53047,sogni@pecconfesercentisi.it,0578  265171
908,52031,52,Ristorante,Ristorante La Lanterna,Via Monte Bianco 2,Sarteano,53047,info@albergolalanterna.com,0578  265300
909,49014,49,Ristorante,Emanuel Bar Ristorante,Località Enfola  57037 Portoferraio (li),"Enfola, Portoferraio",57037,info@emanuel-ristorante.it,0056  5939003/3466356355
910,49014,49,Ristorante,Enoteca Della Fortezza,Via Scoscesa,Portoferraio,57037,enotecadellafortezza@gmail.com,0335  8393722
911,49014,49,Bottega,Calata Mazzini 15,Calata Mazzini 15,Portoferraio,57037,becucci.s@alice.it,0347  9946773
912,49014,49,Ristorante,"Ristorante ""da Lido""","Salita Del Falcone, 2",Portoferraio,57037,ristorantelido@ristorantelido.org,0565  914650
913,49014,49,Ristorante,"Ristorante ""mare""",Magazzini Isola Elba,"Magazzini, Portoferraio",57037,Indirizzo posta elettronica non fornito,0565  933377
914,49014,49,Ristorante,Cafféscondido,"Via Del Carmine, 65",Portoferraio,57037,alexandra-66@libero.it,0340  3400881
915,49014,49,Ristorante,Hotel Ristorante Scoglio Bianco,Località Viticcio,"Viticcio, Portoferraio",57037,info@scogliobianco.it,0338  4008560
916,49014,49,Ristorante,"Ristorante ""emanuel""",Località Enfola,"Enfola, Portoferraio",57037,zanolia@tiscali.it,0565  939003
917,50026,50,Ristorante,"Ristorante ""la Terrazza""","Viale Del Tirreno, 313","Tirrenia, Pisa",56100,terrazza@tavoledisangiorgio.com,0503  3006
918,50026,50,Ristorante,"Ristorante ""barbarossa""","Via Litoranea, 8","Marina Di Pisa, Pisa",56100,www.barbarossaristorante.com,0503  6320
919,50026,50,Ristorante,"Ristorante ""i Sette Nani""","Lungarno G. D'annunzio, 130","S. Piero, Pisa",56100,settenani@email.it,0509  60091
920,50026,50,Ristorante,Ristorante Da Gino,"Via Curzolari, 2",Pisa,56128,ristorantedagino@tin.it,0503  5408
921,50026,50,Ristorante,Barlume Café,Via Volpe 120,Pisa,56121,daniela@barlume-cafe.it,0328  2992558
922,50026,50,Bottega,Macelleria Salumeria Di Cappagli Luciano,"Via Calatafimi, 38","Riglione, Pisa",56015,info@macelleriacappagliluciano.it,0509  82054
923,50026,50,Ristorante,"Ristorante ""la Vecchia Cascina""","Via S. Biagio, 68",Pisa,56100,cascina@tavoledisangiorgio.com,0509  70487
924,50026,50,Bottega,Bacchus Enoteca,"Via Mascagni, 1","050 9910793, Pisa",56126,info@bacchusenoteca.com,0505  00560
925,50026,50,Ristorante,La Buca Di San Ranieri,"Via Queirolo, 25",Pisa,56125,Indirizzo posta elettronica non fornito,0502  3213
926,50026,50,Ristorante,"Ristorante ""il Cucciolo""","Vicolo Rosselmini, 9",Pisa,56100,Indirizzo posta elettronica non fornito,0502  6086
927,50026,50,Bottega,Pane E Vino,Piazza Chiara Gambacorti 7,"Centro Storico, Pisa",56125,barbarab83@yahoo.it,0347  5314312
928,50026,50,Bottega,Macelleria E Salumeria Masoni,"Via Della Nunziatina, 2","050 48400, Pisa",56125,Indirizzo posta elettronica non fornito,0504  0721
929,50026,50,Bottega,Enoteca La Dolce Vite,Via La Nunziatina 40,"05040427, Pisa",56125,info@enotecaladolcevite.it,0504  0427
930,50026,50,Bottega,Ciampalini Paolo S.n.c.,"Via Garibaldi, 92/c","050 3157692, Pisa",56127,info@ciampalinicarni.it,0505  75317
931,50026,50,Ristorante,"Ristorante ""l'artilafo""","Piazza San Martino, 33",Pisa,56100,prenotazioniartilafo@gmail.com,0502  7010
932,50026,50,Ristorante,La Pergoletta,"Via Delle Belle Torri, 40",Pisa,56100,info@ristorantelapergoletta.com,0505  42458
933,50026,50,Ristorante,Osteria Bernardo,"Piazza San Paolo All'orto, 1",Pisa,56127,info@osteriabernardo.it,0505  75216
934,50026,50,Ristorante,Il Campano,"Via Cavalca, 19",Pisa,56126,trattoriailcampano@gmail.com,0505  80585
935,50026,50,Ristorante,"Ristorante ""ristoro Al Vecchio Teatro""","Via Collegio Ricci, 2 Angolo Piazza Dante",Pisa,56100,ristorovecchioteatro@libero.it,0502  0210
936,50026,50,Ristorante,Sosta Dei Cavalieri,"Via S. Frediano, 3",Pisa,56126,info@sostadeicavalieri.it,0509  912410
937,50026,50,Ristorante,Sosta Dei Cavalieri,"Via San Frediano, 3",Pisa,56126,info@sostadeicavalieri.it,0509  912410
938,50026,50,Ristorante,Osteria Dei Cavalieri,"Via San Frediano, 16","Centro Storico Pisa, Pisa",56126,info@osteriacavalieri.pisa.it,0TEL  .050580858
939,50026,50,Ristorante,Osteria Santa Caterina,Via Santa Cecilia 34,Pisa,56127,osteriasantacaterinapisa@gmail.com,0505  81186
940,50026,50,Bottega,La Cantina Dei Crociati,"Via Delle Medaglie D'oro, 37",Pisa,56127,info@invinoveritastoscana.it,0505  52734
941,50026,50,Ristorante,"Ristorante ""il Turista""","Piazza Arcivescovado, 17",Pisa,56100,ilturista@ilturista.net,0505  60932
942,50026,50,Ristorante,"Ristorante ""nando""","Via Contessa Matilde, 6/8",Pisa,56100,danando@ristorantedanando.it,0508  30672
943,50026,50,Ristorante,"Ristorante ""la Buca""","Via M.d'azeglio, 6",Pisa,56100,info@labucapisa.it,0502  4130
944,50026,50,Ristorante,Antica Trattoria Da Bruno,"Via Luigi Bianchi, 12",Pisa,56100,ristorantedabruno@interfree.it,0505  60818
945,50026,50,Ristorante,"""la Taverna Di Emma""",Via Carlo Salomone Cammeo 50/52,Pisa,56122,latavernadiemma@alice.it,0050  /555003
946,50026,50,Bottega,Bottega E Ristoro Da'r Gallo,"Via Lucchese, 21/a","Porta A Lucca, Pisa",56123,meini.daniele@gmail.com,0505  200991
947,50026,50,Ristorante,Ristorante Pizzeria La Scaletta,Via Pietrasantina 107,Pisa,56122,info@ristorantelascalettapisa.com,0505  62269
948,52014,52,Ristorante,Trattoria Il Pozzo,Piazza Il Pozzo,"Sant'angelo In Colle, Montalcino",53024,trattoriailpozzo@virgilio.it,0057  7-844013
949,52014,52,Bottega,Enoteca Grotta Del Brunello,"Costa Di Piazza Garibaldi,3",Montalcino,53024,info@grottadelbrunello.it,0577  847177
950,52014,52,Bottega,Alimentari Le Citte,"Via Matteotti, 2",Montalcino,53024,ceciarinisnc@pec.confcommercio.siena.it,0577  848200
951,52014,52,Bottega,Le Bontà Del Chiasso,"Via Mazzini, 62",Montalcino,53024,info@valdorcialife.it,0577  849546
952,52014,52,Bottega,Alimentari Da Antonio,"Via Mazzini, 73",Montalcino,53024,parisisnc@pec.confcommercio.siena.it,0577  848097
953,52015,52,Ristorante,Il Covo,"Srada Statale 146 Per Chianciano, 1/3",Montepulciano,53045,info@ristoranteilcovo.net,0578  757228
954,52015,52,Bottega,Il Canestro,Via Gracciano Nel Corso 32/34,Montepulciano,53045,Indirizzo posta elettronica non fornito,0578  716426
955,52015,52,Bottega,La Bottega Del Nobile,"Via Di Gracciano Nel Corso, N.95",Montepulciano,53045,labotteganobile@libero.it,0057  8/757016
956,52015,52,Ristorante,L'angolo,"Via G. Galilei, 20","Acquaviva, Montepulciano",53040,paolo@langoloilpiccoloresidence.it,0578  767216
957,49015,49,Ristorante,La Miniera Del Gusto,"Via Claris Appiani, 7",Rio Marina,57038,laminieradelgusto@yahoo.it,0338  3024682
958,49015,49,Ristorante,"Ristorante ""le Fornacelle""","Via Magenta, 4","Le Fornacelle, Rio Marina",57038,info@lefornacelle.eu,0565  931105
959,49015,49,Ristorante,Ristoro Dell'amandolo,Località Colle A Vita,"Cavo, Rio Marina",57038,info@amandolo.it,0338  2525443
960,49015,49,Ristorante,Ristorante Mambo,"Via Roma, 38",Rio Marina,57038,Indirizzo posta elettronica non fornito,0565  924163
961,49016,49,Ristorante,"Ristorante ""cipolla""",Piazza Del Popolo,Rio Nell'elba,57039,Indirizzo posta elettronica non fornito,0565  943068
962,50029,50,Ristorante,Ristorante Le Sodole,"Via Delle Sodole, N.1/fraz. Le Sodole",Pontedera,56025,info@lesodole.it,0587  484028
963,50029,50,Ristorante,Osteria Alpaca Country House,"Via Vecchia Di San Gervaso, 47","Montecastello, Pontedera",56025,magnanig@tin.it,0587  482130
964,50029,50,Ristorante,La Cantinetta Vini,Via Dante 79/81,Pontedera,56025,info@lacantinettavini.it,0587  213510
965,50029,50,Ristorante,"Ristorante ""viapisana62""",Via Pisana 62,Pontedera,56025,viapisana62@gmail.com,0587  091903
966,50029,50,Ristorante,Il Chiesino,Via Salvo D'acquisto 38i,Pontedera,56025,info@ilchiesino.it,0346  2458227
967,52016,52,Ristorante,Osteria Bottega Di Lornano,Località Lornano,"Lornano, Monteriggioni",53035,Info@bottegadilornano.it,0577  309146
968,52032,52,Ristorante,Da Michele,Strada Massetana 64/66,Siena,53100,info@ristorantedamichele.it,0057  7286110-335456611
969,52032,52,Bottega,Macelleria,"Via Aretina, 10",Siena,53100,info@la-macelleria.com,0577  222743
970,52032,52,Ristorante,"Ristorante ""grotta Del Gallo Nero""","Via Porrione, 65/67",Siena,53100,info@gallonero.it,0577  284356
971,52032,52,Ristorante,"Ristorante ""san Desiderio""","Piazza L. Bonelli, 2",Siena,53100,sandesiderio_siena@yahoo.it,0577  286091
972,52032,52,Ristorante,Fonte Gaia,Piazza Del Campo 21/23,Siena,53100,info@ristorantefontegaia.it,0577  281628
973,52032,52,Ristorante,Osteria Babazuf,"Via Pantaneto, 85",Siena,53100,info@osteriababazuf.com,0577  222482
974,52032,52,Ristorante,Osteria Il Ghibellino,Via Dei Pellegrini 26,Siena,53100,osteriailghibellino@gmail.com,0057  7-288079
975,52032,52,Ristorante,Ristorante Sansedoni In Birreria,Piazze Del Campo 58 - Siena,Siena,53100,birreriasiena@gmail.com,0577  284424
976,52032,52,Ristorante,La Mossa,"Il Campo, 29",Siena,53100,marco.bernini@hotmail.com,0577  289213
977,52032,52,Bottega,La Biottega Dei Sapori Prodotti A Chilometri Zero,"Via Del Porrione,18",Siena,53100,biottegadeisapori@libero.it,0577  044491
978,52032,52,Ristorante,"Ristorante ""la Buca Di San Pietro""","Vicolo Di S. Pietro, 4",Siena,53100,info@labucadisanpietro.it,0577  40139
979,52032,52,Ristorante,Ristorante Grotta Di Santa Caterina - Bagoga,"Via Della Galluzza, 26",Siena,53100,Indirizzo posta elettronica non fornito,0577  282208
980,52032,52,Ristorante,"Ristorante ""da Guido""","Vicolo Pier Pettinaio, 7",Siena,53100,Indirizzo posta elettronica non fornito,0577  280042
